X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,label
0.709375,0.3283333333333333,0.7640625,0.26,0.6546875,0.25,0.8140625,0.24166666666666667,0.5625,0.22833333333333333,0.8234375,0.36333333333333334,0.4640625,0.48,0.79375,0.6733333333333333,0.3640625,0.8983333333333333,0.721875,0.955,0.3890625,1.0,0.6640625,0.7783333333333333,0.4296875,0.8133333333333334,0.6609375,0.9633333333333334,0.434375,0.9683333333333334,0.5921875,0.9783333333333334,0.4265625,0.9733333333333334,Normal
0.7078125,0.33666666666666667,0.7640625,0.265,0.65,0.26,0.815625,0.24333333333333335,0.5546875,0.23666666666666666,0.828125,0.36666666666666664,0.465625,0.46,0.796875,0.6883333333333334,0.365625,0.8333333333333334,0.7234375,0.9783333333333334,0.3234375,1.0,0.6609375,0.8383333333333334,0.421875,0.8616666666666667,0.66875,0.9466666666666667,0.440625,0.945,0.5859375,0.995,0.43125,0.975,Normal
0.7078125,0.3383333333333333,0.7640625,0.265,0.6484375,0.255,0.815625,0.245,0.5546875,0.23333333333333334,0.828125,0.365,0.4671875,0.4533333333333333,0.8,0.6833333333333333,0.3578125,0.8383333333333334,0.7203125,0.9733333333333334,0.328125,1.0,0.653125,0.8183333333333334,0.4140625,0.8366666666666667,0.653125,0.9466666666666667,0.4265625,0.94,0.5734375,0.9933333333333333,0.41875,0.9716666666666667,Normal
0.7046875,0.3416666666666667,0.7609375,0.27,0.646875,0.26166666666666666,0.8109375,0.24666666666666667,0.553125,0.23333333333333334,0.825,0.37333333333333335,0.4625,0.45666666666666667,0.8,0.69,0.3609375,0.8366666666666667,0.7234375,0.9783333333333334,0.3390625,1.0,0.6546875,0.8483333333333334,0.415625,0.8683333333333333,0.665625,0.9616666666666667,0.434375,0.9533333333333334,0.5859375,0.995,0.428125,0.9716666666666667,Normal
0.7046875,0.3416666666666667,0.7609375,0.27,0.646875,0.26166666666666666,0.8109375,0.24666666666666667,0.553125,0.23333333333333334,0.825,0.37333333333333335,0.4625,0.45666666666666667,0.8,0.69,0.3609375,0.8366666666666667,0.7234375,0.9783333333333334,0.3390625,1.0,0.6546875,0.8483333333333334,0.415625,0.8683333333333333,0.665625,0.9616666666666667,0.434375,0.9533333333333334,0.5859375,0.995,0.428125,0.9716666666666667,Normal
0.70625,0.3383333333333333,0.7609375,0.265,0.646875,0.25833333333333336,0.8125,0.23833333333333334,0.5515625,0.23166666666666666,0.828125,0.36333333333333334,0.4640625,0.455,0.796875,0.69,0.3640625,0.825,0.721875,0.9783333333333334,0.3296875,1.0,0.65625,0.8366666666666667,0.415625,0.8583333333333333,0.6609375,0.9516666666666667,0.4359375,0.9466666666666667,0.58125,0.9933333333333333,0.425,0.9716666666666667,Normal
0.7046875,0.335,0.759375,0.2633333333333333,0.6453125,0.25666666666666665,0.8078125,0.24166666666666667,0.5484375,0.23,0.8296875,0.36333333333333334,0.4625,0.43833333333333335,0.8,0.6933333333333334,0.3640625,0.8066666666666666,0.721875,0.9833333333333333,0.31875,1.0,0.6546875,0.8333333333333334,0.4109375,0.8483333333333334,0.6609375,0.9433333333333334,0.41875,0.9316666666666666,0.5703125,0.9933333333333333,0.4125,0.9766666666666667,Normal
0.7046875,0.335,0.759375,0.2633333333333333,0.6453125,0.25666666666666665,0.8078125,0.24166666666666667,0.5484375,0.23,0.8296875,0.36333333333333334,0.4625,0.43833333333333335,0.8,0.6933333333333334,0.3640625,0.8066666666666666,0.721875,0.9833333333333333,0.31875,1.0,0.6546875,0.8333333333333334,0.4109375,0.8483333333333334,0.6609375,0.9433333333333334,0.41875,0.9316666666666666,0.5703125,0.9933333333333333,0.4125,0.9766666666666667,Normal
0.7015625,0.3466666666666667,0.75625,0.2733333333333333,0.64375,0.265,0.80625,0.24833333333333332,0.5484375,0.23833333333333334,0.8234375,0.36666666666666664,0.459375,0.46166666666666667,0.7953125,0.6833333333333333,0.359375,0.8333333333333334,0.7296875,0.9683333333333334,0.321875,1.0,0.653125,0.8283333333333334,0.4125,0.8516666666666667,0.6578125,0.9533333333333334,0.43125,0.9483333333333334,0.578125,0.995,0.4234375,0.9716666666666667,Normal
0.7015625,0.3466666666666667,0.75625,0.2733333333333333,0.64375,0.265,0.80625,0.24833333333333332,0.5484375,0.23833333333333334,0.8234375,0.36666666666666664,0.459375,0.46166666666666667,0.7953125,0.6833333333333333,0.359375,0.8333333333333334,0.7296875,0.9683333333333334,0.321875,1.0,0.653125,0.8283333333333334,0.4125,0.8516666666666667,0.6578125,0.9533333333333334,0.43125,0.9483333333333334,0.578125,0.995,0.4234375,0.9716666666666667,Normal
0.703125,0.345,0.7578125,0.27,0.6421875,0.26166666666666666,0.80625,0.24333333333333335,0.54375,0.235,0.821875,0.36666666666666664,0.4609375,0.4583333333333333,0.79375,0.685,0.3609375,0.8133333333333334,0.7265625,0.9683333333333334,0.325,1.0,0.6484375,0.835,0.409375,0.855,0.6546875,0.9483333333333334,0.41875,0.94,0.5703125,0.9916666666666667,0.4078125,0.97,Normal
0.6984375,0.3416666666666667,0.753125,0.2683333333333333,0.640625,0.26,0.8015625,0.24333333333333335,0.54375,0.23333333333333334,0.8234375,0.375,0.4546875,0.465,0.7875,0.7033333333333334,0.359375,0.8283333333333334,0.7125,0.9816666666666667,0.325,1.0,0.65,0.835,0.4078125,0.855,0.6546875,0.9466666666666667,0.41875,0.9366666666666666,0.5734375,0.9983333333333333,0.415625,0.975,Normal
0.6984375,0.3416666666666667,0.753125,0.2683333333333333,0.640625,0.26,0.8015625,0.24333333333333335,0.54375,0.23333333333333334,0.8234375,0.375,0.4546875,0.465,0.7875,0.7033333333333334,0.359375,0.8283333333333334,0.7125,0.9816666666666667,0.325,1.0,0.65,0.835,0.4078125,0.855,0.6546875,0.9466666666666667,0.41875,0.9366666666666666,0.5734375,0.9983333333333333,0.415625,0.975,Normal
0.6984375,0.35333333333333333,0.753125,0.275,0.6375,0.26666666666666666,0.803125,0.25166666666666665,0.540625,0.24166666666666667,0.8140625,0.38166666666666665,0.459375,0.47833333333333333,0.790625,0.68,0.3625,0.815,0.7296875,0.9666666666666667,0.33125,1.0,0.6515625,0.835,0.415625,0.86,0.6578125,0.9466666666666667,0.4453125,0.94,0.5796875,0.9966666666666667,0.4328125,0.9683333333333334,Normal
0.6953125,0.34833333333333333,0.753125,0.27,0.634375,0.2633333333333333,0.80625,0.24166666666666667,0.5375,0.235,0.81875,0.36833333333333335,0.4546875,0.4816666666666667,0.7953125,0.6783333333333333,0.35625,0.845,0.71875,0.9733333333333334,0.31875,1.0,0.6609375,0.8233333333333334,0.41875,0.8533333333333334,0.6640625,0.9383333333333334,0.4265625,0.9333333333333333,0.5765625,1.0,0.415625,0.9766666666666667,Normal
0.6953125,0.34833333333333333,0.753125,0.27,0.634375,0.2633333333333333,0.80625,0.24166666666666667,0.5375,0.235,0.81875,0.36833333333333335,0.4546875,0.4816666666666667,0.7953125,0.6783333333333333,0.35625,0.845,0.71875,0.9733333333333334,0.31875,1.0,0.6609375,0.8233333333333334,0.41875,0.8533333333333334,0.6640625,0.9383333333333334,0.4265625,0.9333333333333333,0.5765625,1.0,0.415625,0.9766666666666667,Normal
0.69375,0.3416666666666667,0.75,0.26666666666666666,0.634375,0.26,0.8015625,0.24,0.5390625,0.23,0.8171875,0.36666666666666664,0.4546875,0.4666666666666667,0.7921875,0.6716666666666666,0.3625,0.825,0.71875,0.97,0.315625,1.0,0.653125,0.8183333333333334,0.415625,0.8433333333333334,0.6609375,0.9366666666666666,0.43125,0.93,0.5734375,0.995,0.4203125,0.97,Normal
0.69375,0.3416666666666667,0.75,0.26666666666666666,0.634375,0.26,0.8015625,0.24,0.5390625,0.23,0.8171875,0.36666666666666664,0.4546875,0.4666666666666667,0.7921875,0.6716666666666666,0.3625,0.825,0.71875,0.97,0.315625,1.0,0.653125,0.8183333333333334,0.415625,0.8433333333333334,0.6609375,0.9366666666666666,0.43125,0.93,0.5734375,0.995,0.4203125,0.97,Normal
0.6921875,0.3516666666666667,0.75,0.27166666666666667,0.63125,0.265,0.8015625,0.24,0.534375,0.23166666666666666,0.8171875,0.37666666666666665,0.45625,0.4633333333333333,0.7890625,0.6983333333333334,0.3625,0.8333333333333334,0.7234375,0.98,0.3265625,1.0,0.653125,0.8416666666666667,0.4140625,0.8616666666666667,0.65625,0.955,0.4359375,0.945,0.5796875,0.9983333333333333,0.4265625,0.97,Normal
0.6921875,0.3516666666666667,0.746875,0.27166666666666667,0.63125,0.265,0.7984375,0.24666666666666667,0.534375,0.24166666666666667,0.815625,0.38166666666666665,0.4515625,0.48,0.790625,0.6816666666666666,0.3609375,0.8216666666666667,0.7234375,0.9666666666666667,0.321875,1.0,0.65625,0.8333333333333334,0.415625,0.8566666666666667,0.6546875,0.945,0.43125,0.9366666666666666,0.5765625,1.0,0.4203125,0.9733333333333334,Normal
0.6921875,0.3516666666666667,0.746875,0.27166666666666667,0.63125,0.265,0.7984375,0.24666666666666667,0.534375,0.24166666666666667,0.815625,0.38166666666666665,0.4515625,0.48,0.790625,0.6816666666666666,0.3609375,0.8216666666666667,0.7234375,0.9666666666666667,0.321875,1.0,0.65625,0.8333333333333334,0.415625,0.8566666666666667,0.6546875,0.945,0.43125,0.9366666666666666,0.5765625,1.0,0.4203125,0.9733333333333334,Normal
0.6875,0.345,0.74375,0.26666666666666666,0.6265625,0.26,0.7953125,0.24166666666666667,0.534375,0.235,0.8171875,0.37666666666666665,0.4484375,0.47,0.784375,0.6966666666666667,0.3515625,0.8466666666666667,0.7140625,0.975,0.3171875,1.0,0.65,0.835,0.40625,0.8583333333333333,0.6625,0.9516666666666667,0.4296875,0.9466666666666667,0.58125,0.9933333333333333,0.4265625,0.9666666666666667,Normal
0.6859375,0.34833333333333333,0.7421875,0.2683333333333333,0.625,0.2633333333333333,0.7953125,0.24333333333333335,0.5328125,0.23666666666666666,0.815625,0.38333333333333336,0.4515625,0.475,0.7875,0.7,0.3578125,0.8333333333333334,0.71875,0.98,0.3203125,1.0,0.65,0.84,0.409375,0.8616666666666667,0.6546875,0.955,0.4296875,0.9483333333333334,0.5765625,1.0,0.425,0.9716666666666667,Normal
0.6859375,0.34833333333333333,0.7421875,0.2683333333333333,0.625,0.2633333333333333,0.7953125,0.24333333333333335,0.5328125,0.23666666666666666,0.815625,0.38333333333333336,0.4515625,0.475,0.7875,0.7,0.3578125,0.8333333333333334,0.71875,0.98,0.3203125,1.0,0.65,0.84,0.409375,0.8616666666666667,0.6546875,0.955,0.4296875,0.9483333333333334,0.5765625,1.0,0.425,0.9716666666666667,Normal
0.6828125,0.35333333333333333,0.7390625,0.2733333333333333,0.621875,0.26666666666666666,0.7921875,0.245,0.53125,0.23666666666666666,0.8234375,0.37,0.4421875,0.47333333333333333,0.7890625,0.6733333333333333,0.359375,0.8283333333333334,0.7234375,0.975,0.33125,0.99,0.6671875,0.83,0.415625,0.8566666666666667,0.659375,0.9466666666666667,0.4296875,0.9366666666666666,0.5828125,1.0,0.3984375,0.9733333333333334,Normal
0.6828125,0.35333333333333333,0.7390625,0.2733333333333333,0.621875,0.26666666666666666,0.7921875,0.245,0.53125,0.23666666666666666,0.8234375,0.37,0.4421875,0.47333333333333333,0.7890625,0.6733333333333333,0.359375,0.8283333333333334,0.7234375,0.975,0.33125,0.99,0.6671875,0.83,0.415625,0.8566666666666667,0.659375,0.9466666666666667,0.4296875,0.9366666666666666,0.5828125,1.0,0.3984375,0.9733333333333334,Normal
