x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,label
0.9703125,0.29523809523809524,0.96875,0.2904761904761905,0.96875,0.2904761904761905,0.9515625,0.29285714285714287,0.9625,0.29285714285714287,0.9359375,0.3357142857142857,0.9609375,0.3404761904761905,0.925,0.39285714285714285,0.9671875,0.4,0.921875,0.4357142857142857,0.9890625,0.4380952380952381,0.9375,0.44285714285714284,0.946875,0.4452380952380952,0.95625,0.5142857142857142,0.93125,0.5190476190476191,0.9734375,0.5880952380952381,0.8984375,0.5880952380952381,Nomal
0.6875,0.7952380952380952,0.690625,0.7833333333333333,0.6984375,0.7833333333333333,0.7046875,0.8023809523809524,0.746875,0.7976190476190477,0.6859375,0.9023809523809524,0.775,0.8976190476190476,0.6578125,0.9976190476190476,0.7734375,0.9928571428571429,0.621875,0.9785714285714285,0.7203125,0.9666666666666667,0.68125,1.0,0.7515625,1.0,0.6390625,0.9714285714285714,0.6890625,0.9642857142857143,0.64375,0.9952380952380953,0.68125,0.9738095238095238,Nomal
0.684375,0.7880952380952381,0.6890625,0.7761904761904762,0.6953125,0.7761904761904762,0.7046875,0.8,0.74375,0.7952380952380952,0.684375,0.9,0.7703125,0.8904761904761904,0.65625,0.9952380952380953,0.765625,0.9857142857142858,0.6203125,0.9738095238095238,0.709375,0.9595238095238096,0.6765625,1.0,0.746875,1.0,0.6375,0.9738095238095238,0.6859375,0.9619047619047619,0.6421875,0.9904761904761905,0.6796875,0.9714285714285714,Nomal
0.6703125,0.7761904761904762,0.675,0.7619047619047619,0.6796875,0.7595238095238095,0.6875,0.7785714285714286,0.725,0.7690476190476191,0.66875,0.8761904761904762,0.7515625,0.861904761904762,0.64375,0.9857142857142858,0.753125,0.9619047619047619,0.609375,0.9619047619047619,0.6984375,0.9428571428571428,0.6640625,1.0,0.7296875,0.9976190476190476,0.6203125,0.9619047619047619,0.66875,0.9476190476190476,0.628125,0.9880952380952381,0.659375,0.9619047619047619,Nomal
0.553125,0.5119047619047619,0.5515625,0.5023809523809524,0.559375,0.5,0.5515625,0.5119047619047619,0.5875,0.5071428571428571,0.5484375,0.5857142857142857,0.60625,0.5761904761904761,0.540625,0.6833333333333333,0.615625,0.6642857142857143,0.521875,0.669047619047619,0.628125,0.7357142857142858,0.55,0.7476190476190476,0.5921875,0.7404761904761905,0.54375,0.8690476190476191,0.5859375,0.8547619047619047,0.5484375,0.9761904761904762,0.5890625,0.9642857142857143,Nomal
0.553125,0.5023809523809524,0.5515625,0.4928571428571429,0.5578125,0.49047619047619045,0.540625,0.5,0.5765625,0.4928571428571429,0.5375,0.569047619047619,0.5953125,0.5619047619047619,0.528125,0.6619047619047619,0.6125,0.6476190476190476,0.5171875,0.6523809523809524,0.6234375,0.7261904761904762,0.54375,0.7261904761904762,0.5828125,0.719047619047619,0.540625,0.8523809523809524,0.571875,0.8357142857142857,0.546875,0.969047619047619,0.56875,0.9428571428571428,Nomal
0.540625,0.4976190476190476,0.540625,0.4880952380952381,0.5453125,0.4857142857142857,0.5375,0.4928571428571429,0.571875,0.49047619047619045,0.5328125,0.5642857142857143,0.590625,0.5571428571428572,0.51875,0.6547619047619048,0.60625,0.6452380952380953,0.5,0.6357142857142857,0.6171875,0.7214285714285714,0.5375,0.7238095238095238,0.5765625,0.719047619047619,0.5390625,0.8595238095238096,0.55625,0.85,0.55,0.9738095238095238,0.55,0.9571428571428572,Nomal
0.5375,0.4976190476190476,0.5375,0.4857142857142857,0.54375,0.4857142857142857,0.5359375,0.4928571428571429,0.5703125,0.4880952380952381,0.5296875,0.5619047619047619,0.5890625,0.5571428571428572,0.5140625,0.65,0.603125,0.6452380952380953,0.496875,0.6357142857142857,0.6140625,0.719047619047619,0.5359375,0.7214285714285714,0.5734375,0.7166666666666667,0.5390625,0.8595238095238096,0.5546875,0.85,0.55,0.9738095238095238,0.546875,0.9619047619047619,Nomal
0.5375,0.4976190476190476,0.5375,0.4880952380952381,0.5421875,0.4857142857142857,0.5359375,0.4928571428571429,0.56875,0.49047619047619045,0.528125,0.5595238095238095,0.5859375,0.5571428571428572,0.5140625,0.6476190476190476,0.5984375,0.6452380952380953,0.4921875,0.6261904761904762,0.6109375,0.719047619047619,0.5328125,0.7214285714285714,0.5703125,0.7166666666666667,0.5375,0.8571428571428571,0.55,0.8476190476190476,0.55,0.9738095238095238,0.5453125,0.9595238095238096,Nomal
0.528125,0.49047619047619045,0.528125,0.48095238095238096,0.5328125,0.4785714285714286,0.53125,0.4857142857142857,0.5609375,0.48333333333333334,0.525,0.55,0.578125,0.5452380952380952,0.5125,0.6404761904761904,0.5875,0.6357142857142857,0.4875,0.6142857142857143,0.6015625,0.7071428571428572,0.528125,0.7047619047619048,0.5640625,0.7,0.528125,0.8333333333333334,0.546875,0.8142857142857143,0.5453125,0.9523809523809523,0.5421875,0.919047619047619,Nomal
